fname,ID,Status,pixel size,Single tick,Sex,Lifestage,Feed-Stage,Species,Identifier_initials,ID_date,Notes,re-cropped
/Volumes/My Passport/MLS_project/OriginalData/48771972+Dermacentor_variabilis+Augment+RTS_30+life_a+fed.jpg,48771972,Augment,30.0,True,m,a,unfed,Dermacentor variabilis,ZD,8/10/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/48777737+Dermacentor_variabilis+Augment+RTS_101+life_a+fed.jpg,48777737,Augment,101.0,True,f,a,unfed,Dermacentor variabilis,ZD,8/10/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/48781306+Amblyomma_americanum+Augment+RTS_15+life_a+fed.jpg,48781306,Augment,15.0,True,f,a,unfed,Amblyomma americanum,XL,8/12/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/48812151+Dermacentor_variabilis+Augment+RTS_70+life_a+fed.jpg,48812151,Augment,70.0,True,f,a,unfed,Dermacentor variabilis,ZD,8/10/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/48838158+Amblyomma_americanum+Augment+RTS_22+life_a+fed.jpg,48838158,Augment,22.0,True,f,a,unfed,Amblyomma americanum,XL,8/12/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/48839395+Amblyomma_americanum+Augment+RTS_22+life_n+fed.jpg,48839395,Augment,22.0,True,unk,n,unfed,Amblyomma americanum,XL,8/12/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/48839673+Amblyomma_americanum+Keep+RTS_25+life_unk+feed_unk.jpg,48839673,Keep,25.0,True,unk,unk,unk,Amblyomma americanum,XL,8/12/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/48839798+Amblyomma_americanum+Augment+RTS_27+life_a+fed.jpg,48839798,Augment,27.0,True,f,a,unfed,Amblyomma americanum,XL,8/12/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/48839845+Amblyomma_americanum+Augment+RTS_16+life_a+fed.jpg,48839845,Augment,16.0,True,f,a,unfed,Amblyomma americanum,XL,8/12/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/48840114+Amblyomma_americanum+Keep+RTS_10+life_unk+feed_unk.jpg,48840114,Keep,10.0,True,unk,unk,unk,Amblyomma americanum,XL,8/12/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/48849099+Ixodes_scapularis+Augment+RTS_100+life_a+fed.jpg,48849099,Augment,100.0,True,f,a,unfed,Ixodes scapularis,LJ,8/3/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/48853976+Amblyomma_americanum+Augment+RTS_38+life_a+fed.jpg,48853976,Augment,38.0,True,f,a,unfed,Amblyomma americanum,XL,8/12/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/48854045+Amblyomma_americanum+Keep+RTS_18+life_unk+feed_unk.jpg,48854045,Keep,18.0,True,unk,unk,unk,Amblyomma americanum,XL,8/12/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/48855261+Amblyomma_americanum+Discard+RTS_10+life_unk+feed_unk.jpg,48855261,Discard,10.0,True,unk,unk,unk,Amblyomma americanum,XL,8/12/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/48855517+Ixodes_scapularis+Augment+RTS_130+life_a+fed.jpg,48855517,Augment,130.0,True,m,a,unfed,Ixodes scapularis,LJ,8/3/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/48856178+Amblyomma_americanum+Discard+RTS_10+life_unk+feed_unk.jpg,48856178,Discard,10.0,True,unk,unk,unk,Amblyomma americanum,XL,8/12/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/48856598+Amblyomma_americanum+Augment+RTS_15+life_a+fed.jpg,48856598,Augment,15.0,True,f,a,unfed,Amblyomma americanum,XL,8/12/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/48858379+Amblyomma_americanum+Keep+RTS_15+life_unk+feed_unk.jpg,48858379,Keep,15.0,True,unk,unk,unk,Amblyomma americanum,XL,8/12/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/48858505+Amblyomma_americanum+Discard+RTS_10+life_unk+feed_unk.jpg,48858505,Discard,10.0,True,unk,unk,unk,Amblyomma americanum,XL,8/12/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/48859370+Amblyomma_americanum+Discard+RTS_10+life_unk+feed_unk.jpg,48859370,Discard,10.0,True,unk,unk,unk,Amblyomma americanum,XL,8/12/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/48859694+Amblyomma_americanum+Discard+RTS_10+life_unk+feed_unk.jpg,48859694,Discard,10.0,True,unk,unk,unk,Amblyomma americanum,XL,8/12/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/48860571+Amblyomma_americanum+Discard+RTS_10+life_unk+feed_unk.jpg,48860571,Discard,10.0,True,unk,unk,unk,Amblyomma americanum,XL,8/12/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/48860728+Amblyomma_americanum+Discard+RTS_10+life_unk+feed_unk.jpg,48860728,Discard,10.0,True,unk,unk,unk,Amblyomma americanum,XL,8/12/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/48860942+Amblyomma_americanum+Discard+RTS_10+life_unk+feed_unk.jpg,48860942,Discard,10.0,True,unk,unk,unk,Amblyomma americanum,XL,8/12/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/48861003+Amblyomma_americanum+Discard+RTS_10+life_unk+feed_unk.jpg,48861003,Discard,10.0,True,unk,unk,unk,Amblyomma americanum,XL,8/12/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/48861583+Ixodes_scapularis+Augment+RTS_65+life_a+fed.jpg,48861583,Augment,65.0,True,m,a,unfed,Ixodes scapularis,LJ,8/3/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/48862651+Amblyomma_americanum+Discard+RTS_10+life_unk+feed_unk.jpg,48862651,Discard,10.0,True,unk,unk,unk,Amblyomma americanum,XL,8/12/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/48862925+Amblyomma_americanum+Keep+RTS_15+life_unk+feed_unk.jpg,48862925,Keep,15.0,True,unk,unk,unk,Amblyomma americanum,XL,8/12/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/48864169+Dermacentor_variabilis+Discard+RTS_+life_unk+feed_unk.jpg,48864169,Discard,nan,nan,unk,unk,unk,Dermacentor variabilis,ZD,8/10/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/48864233+Amblyomma_americanum+Discard+RTS_10+life_unk+feed_unk.jpg,48864233,Discard,10.0,True,unk,unk,unk,Amblyomma americanum,XL,8/12/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/48864955+Dermacentor_variabilis+Augment+RTS_93+life_a+fed.jpg,48864955,Augment,93.0,True,m,a,unfed,Dermacentor variabilis,ZD,8/10/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/48870617+Amblyomma_americanum+Augment+RTS_18+life_a+fed.jpg,48870617,Augment,18.0,True,f,a,unfed,Amblyomma americanum,XL,8/12/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/48872115+Dermacentor_variabilis+Augment+RTS_22+life_a+fed.jpg,48872115,Augment,22.0,True,f,a,unfed,Dermacentor variabilis,ZD,8/10/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/48876153+Ixodes_scapularis+Augment+RTS_60+life_a+fed.jpg,48876153,Augment,60.0,True,f,a,fed,Ixodes scapularis,LJ,8/3/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/48879042+Dermacentor_variabilis+Augment+RTS_38+life_a+fed.jpg,48879042,Augment,38.0,True,f,a,unfed,Dermacentor variabilis,ZD,8/10/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/48901020+Dermacentor_variabilis+Augment+RTS_35+life_a+fed.jpg,48901020,Augment,35.0,True,m,a,unfed,Dermacentor variabilis,ZD,8/10/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/48903047+Dermacentor_variabilis+Augment+RTS_75+life_a+fed.jpg,48903047,Augment,75.0,True,f,a,unfed,Dermacentor variabilis,ZD,8/10/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/48908018+Dermacentor_variabilis+Augment+RTS_30+life_a+fed.jpg,48908018,Augment,30.0,True,f,a,unfed,Dermacentor variabilis,ZD,8/10/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/48908904+Dermacentor_variabilis+Augment+RTS_120+life_a+fed.jpg,48908904,Augment,120.0,True,f,a,fed,Dermacentor variabilis,ZD,8/10/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/48909981+Ixodes_scapularis+Augment+RTS_90+life_a+fed.jpg,48909981,Augment,90.0,True,f,a,fed,Ixodes scapularis,LJ,8/3/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/48917744+Ixodes_scapularis+Augment+RTS_5+life_unk+fed.jpg,48917744,Augment,5.0,True,unk,unk,unfed,Ixodes scapularis,LJ,8/3/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/48922045+Amblyomma_americanum+Keep+RTS_20+life_unk+feed_unk.jpg,48922045,Keep,20.0,True,unk,unk,unk,Amblyomma americanum,XL,8/12/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/48947820+Ixodes_scapularis+Keep+RTS_10+life_a+fed.jpg,48947820,Keep,10.0,True,f,a,unfed,Ixodes scapularis,LJ,8/3/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/48953934+Dermacentor_variabilis+Keep+RTS_+life_unk+feed_unk.jpg,48953934,Keep,nan,True,unk,unk,unk,Dermacentor variabilis,ZD,8/10/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/48968525+Dermacentor_variabilis+Keep+RTS_20+life_unk+feed_unk.jpg,48968525,Keep,20.0,True,unk,unk,unk,Dermacentor variabilis,ZD,8/10/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/48971975+Dermacentor_variabilis+Augment+RTS_40+life_a+fed.jpg,48971975,Augment,40.0,True,f,a,unfed,Dermacentor variabilis,ZD,8/10/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/48973839+Dermacentor_variabilis+Augment+RTS_50+life_a+fed.jpg,48973839,Augment,50.0,True,m,a,unfed,Dermacentor variabilis,ZD,8/10/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/48976424+Dermacentor_variabilis+Augment+RTS_30+life_a+fed.jpg,48976424,Augment,30.0,True,m,a,unfed,Dermacentor variabilis,ZD,8/10/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/48981277+Ixodes_scapularis+Augment+RTS_50+life_a+fed.jpg,48981277,Augment,50.0,True,f,a,unfed,Ixodes scapularis,LJ,8/3/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/48981438+Dermacentor_variabilis+Augment+RTS_25+life_a+fed.jpg,48981438,Augment,25.0,True,f,a,unfed,Dermacentor variabilis,ZD,8/10/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/48981497+Dermacentor_variabilis+Augment+RTS_60+life_a+fed.jpg,48981497,Augment,60.0,True,f,a,unfed,Dermacentor variabilis,ZD,8/10/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/48981801+Ixodes_scapularis+Augment+RTS_40+life_a+fed.jpg,48981801,Augment,40.0,True,unk,a,unfed,Ixodes scapularis,LJ,8/3/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/48983377+Dermacentor_variabilis+Augment+RTS_26+life_a+fed.jpg,48983377,Augment,26.0,True,f,a,unfed,Dermacentor variabilis,ZD,8/10/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/48987641+Dermacentor_variabilis+Augment+RTS_80+life_a+fed.jpg,48987641,Augment,80.0,True,m,a,unfed,Dermacentor variabilis,ZD,8/10/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/49011784+Dermacentor_variabilis+Keep+RTS_160+life_a+feed_unk.jpg,49011784,Keep,160.0,True,unk,a,unk,Dermacentor variabilis,ZD,8/10/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/49020816+Ixodes_scapularis+Augment+RTS_80+life_a+fed.jpg,49020816,Augment,80.0,True,f,a,unfed,Ixodes scapularis,LJ,8/3/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/49021654+Dermacentor_variabilis+Keep+RTS_16+life_unk+feed_unk.jpg,49021654,Keep,16.0,True,unk,unk,unk,Dermacentor variabilis,ZD,8/10/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/49027858+Dermacentor_variabilis+Keep+RTS_14+life_a+fed.jpg,49027858,Keep,14.0,True,f,a,unfed,Dermacentor variabilis,ZD,8/10/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/49028836+Dermacentor_variabilis+Augment+RTS_63+life_a+fed.jpg,49028836,Augment,63.0,True,f,a,unfed,Dermacentor variabilis,ZD,8/10/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/49032036+Dermacentor_variabilis+Keep+RTS_13+life_a+fed.jpg,49032036,Keep,13.0,True,m,a,unfed,Dermacentor variabilis,ZD,8/10/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/49032612+Dermacentor_variabilis+Augment+RTS_24+life_a+fed.jpg,49032612,Augment,24.0,True,f,a,fed,Dermacentor variabilis,ZD,8/10/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/49040627+Dermacentor_variabilis+Keep+RTS_15+life_a+fed.jpg,49040627,Keep,15.0,True,f,a,unfed,Dermacentor variabilis,ZD,8/10/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/49043735+Dermacentor_variabilis+Keep+RTS_11+life_a+fed.jpg,49043735,Keep,11.0,True,m,a,unfed,Dermacentor variabilis,ZD,8/10/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/49046235+Amblyomma_americanum+Augment+RTS_15+life_a+fed.jpg,49046235,Augment,15.0,True,f,a,unfed,Amblyomma americanum,XL,8/12/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/49052394+Amblyomma_americanum+Augment+RTS_98+life_a+fed.jpg,49052394,Augment,98.0,True,f,a,unfed,Amblyomma americanum,XL,8/12/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/49058052+Amblyomma_americanum+Augment+RTS_40+life_a+fed.jpg,49058052,Augment,40.0,True,m,a,unfed,Amblyomma americanum,XL,8/12/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/49059190+Dermacentor_variabilis+Augment+RTS_23+life_a+fed.jpg,49059190,Augment,23.0,True,f,a,unfed,Dermacentor variabilis,ZD,8/10/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/49059327+Dermacentor_variabilis+Augment+RTS_95+life_a+fed.jpg,49059327,Augment,95.0,True,f,a,unfed,Dermacentor variabilis,ZD,8/10/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/49062714+Dermacentor_variabilis+Keep+RTS_88+life_a+fed.jpg,49062714,Keep,88.0,True,f,a,unfed,Dermacentor variabilis,ZD,8/10/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/49072644+Amblyomma_americanum+Keep+RTS_15+life_unk+feed_unk.jpg,49072644,Keep,15.0,True,unk,unk,unk,Amblyomma americanum,XL,8/12/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/49072902+Amblyomma_americanum+Keep+RTS_15+life_unk+feed_unk.jpg,49072902,Keep,15.0,True,unk,unk,unk,Amblyomma americanum,XL,8/12/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/49072940+Amblyomma_americanum+Keep+RTS_20+life_unk+feed_unk.jpg,49072940,Keep,20.0,True,unk,unk,unk,Amblyomma americanum,XL,8/12/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/49073943+Amblyomma_americanum+Augment+RTS_42+life_n+fed.jpg,49073943,Augment,42.0,True,unk,n,unfed,Amblyomma americanum,XL,8/12/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/49074013+Amblyomma_americanum+Augment+RTS_35+life_n+fed.jpg,49074013,Augment,35.0,True,unk,n,unfed,Amblyomma americanum,XL,8/12/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/49074064+Amblyomma_americanum+Keep+RTS_25+life_unk+feed_unk.jpg,49074064,Keep,25.0,True,unk,unk,unk,Amblyomma americanum,XL,8/12/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/49074141+Amblyomma_americanum+Keep+RTS_35+life_unk+fed.jpg,49074141,Keep,35.0,True,unk,unk,unfed,Amblyomma americanum,XL,8/12/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/49075646+Amblyomma_americanum+Keep+RTS_20+life_a+fed.jpg,49075646,Keep,20.0,True,m,a,unfed,Amblyomma americanum,XL,8/12/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/49079678+Dermacentor_variabilis+Keep+RTS_30+life_a+fed.jpg,49079678,Keep,30.0,True,f,a,fed,Dermacentor variabilis,ZD,8/10/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/49080368+Dermacentor_variabilis+Augment+RTS_150+life_a+fed.jpg,49080368,Augment,150.0,True,m,a,unfed,Dermacentor variabilis,ZD,8/10/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/49089422+Dermacentor_variabilis+Augment+RTS_135+life_a+fed.jpg,49089422,Augment,135.0,True,f,a,fed,Dermacentor variabilis,ZD,8/10/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/49094479+Ixodes_scapularis+Discard+RTS_5+life_unk+feed_unk.jpg,49094479,Discard,5.0,True,unk,unk,unk,Ixodes scapularis,LJ,8/3/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/49094814+Dermacentor_variabilis+Keep+RTS_20+life_a+fed.jpg,49094814,Keep,20.0,True,f,a,unfed,Dermacentor variabilis,ZD,8/10/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/49095048+Amblyomma_americanum+Augment+RTS_45+life_a+fed.jpg,49095048,Augment,45.0,True,f,a,unfed,Amblyomma americanum,XL,8/12/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/49110938+Ixodes_scapularis+Augment+RTS_45+life_a+fed.jpg,49110938,Augment,45.0,True,f,a,fed,Ixodes scapularis,LJ,8/3/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/49113381+Dermacentor_variabilis+Augment+RTS_35+life_a+fed.jpg,49113381,Augment,35.0,True,f,a,unfed,Dermacentor variabilis,ZD,8/10/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/49113382+Dermacentor_variabilis+Augment+RTS_34+life_a+fed.jpg,49113382,Augment,34.0,True,m,a,unfed,Dermacentor variabilis,ZD,8/10/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/49126197+Ixodes_scapularis+Discard+RTS_1+life_unk+feed_unk.jpg,49126197,Discard,1.0,True,unk,unk,unk,Ixodes scapularis,LJ,8/3/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/49128954+Dermacentor_variabilis+Keep+RTS_11+life_a+fed.jpg,49128954,Keep,11.0,True,f,a,unfed,Dermacentor variabilis,ZD,8/10/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/49142249+Amblyomma_americanum+Augment+RTS_100+life_a+fed.jpg,49142249,Augment,100.0,True,f,a,unfed,Amblyomma americanum,XL,8/12/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/49142734+Amblyomma_americanum+Augment+RTS_85+life_a+fed.jpg,49142734,Augment,85.0,True,m,a,unfed,Amblyomma americanum,XL,8/12/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/49159023+Dermacentor_variabilis+Keep+RTS_23+life_a+feed_unk.jpg,49159023,Keep,23.0,True,unk,a,unk,Dermacentor variabilis,ZD,8/10/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/49168777+Amblyomma_americanum+Augment+RTS_114+life_a+fed.jpg,49168777,Augment,114.0,True,f,a,unfed,Amblyomma americanum,XL,8/12/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/49170781+Dermacentor_variabilis+Augment+RTS_50+life_a+fed.jpg,49170781,Augment,50.0,True,f,a,unfed,Dermacentor variabilis,ZD,8/10/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/49171618+Dermacentor_variabilis+Augment+RTS_29+life_a+fed.jpg,49171618,Augment,29.0,True,f,a,unfed,Dermacentor variabilis,ZD,8/10/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/49183320+Dermacentor_variabilis+Augment+RTS_25+life_a+fed.jpg,49183320,Augment,25.0,True,m,a,unfed,Dermacentor variabilis,ZD,8/10/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/49185909+Amblyomma_americanum+Augment+RTS_125+life_a+fed.jpg,49185909,Augment,125.0,True,f,a,unfed,Amblyomma americanum,XL,8/12/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/49188606+Dermacentor_variabilis+Augment+RTS_160+life_a+fed.jpg,49188606,Augment,160.0,False,f,a,unfed,Dermacentor variabilis,ZD,8/10/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/49188749+Dermacentor_variabilis+Augment+RTS_29+life_a+fed.jpg,49188749,Augment,29.0,True,m,a,unfed,Dermacentor variabilis,ZD,8/10/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/49198779+Dermacentor_variabilis+Augment+RTS_64+life_a+fed.jpg,49198779,Augment,64.0,True,m,a,unfed,Dermacentor variabilis,ZD,8/10/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/49222586+Dermacentor_variabilis+Discard+RTS_+life_unk+feed_unk.jpg,49222586,Discard,nan,nan,unk,unk,unk,Dermacentor variabilis,ZD,8/10/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/49243032+Amblyomma_americanum+Augment+RTS_45+life_a+fed.jpg,49243032,Augment,45.0,True,f,a,unfed,Amblyomma americanum,XL,8/12/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/49243344+Amblyomma_americanum+Keep+RTS_37+life_a+fed.jpg,49243344,Keep,37.0,True,f,a,unfed,Amblyomma americanum,XL,8/12/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/49266109+Dermacentor_variabilis+Augment+RTS_40+life_a+fed.jpg,49266109,Augment,40.0,True,m,a,unfed,Dermacentor variabilis,ZD,8/10/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/49281044+Dermacentor_variabilis+Keep+RTS_29+life_a+fed.jpg,49281044,Keep,29.0,True,f,a,unfed,Dermacentor variabilis,ZD,8/10/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/49282283+Amblyomma_americanum+Keep+RTS_15+life_unk+feed_unk.jpg,49282283,Keep,15.0,True,unk,unk,unk,Amblyomma americanum,XL,8/12/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/49284410+Amblyomma_americanum+Keep+RTS_26+life_unk+feed_unk.jpg,49284410,Keep,26.0,True,unk,unk,unk,Amblyomma americanum,XL,8/12/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/49284549+Amblyomma_americanum+Keep+RTS_32+life_unk+feed_unk.jpg,49284549,Keep,32.0,True,unk,unk,unk,Amblyomma americanum,XL,8/12/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/49293818+Dermacentor_variabilis+Augment+RTS_80+life_a+fed.jpg,49293818,Augment,80.0,True,f,a,fed,Dermacentor variabilis,ZD,8/10/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/49295679+Amblyomma_americanum+Augment+RTS_125+life_a+fed.jpg,49295679,Augment,125.0,False,f,a,unfed,Amblyomma americanum,XL,8/12/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/49298023+Dermacentor_variabilis+Keep+RTS_100+life_a+fed.jpg,49298023,Keep,100.0,True,m,a,unfed,Dermacentor variabilis,ZD,8/10/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/49316268+Ixodes_scapularis+Augment+RTS_15+life_a+fed.jpg,49316268,Augment,15.0,True,f,a,unfed,Ixodes scapularis,LJ,8/3/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/49321131+Ixodes_scapularis+Augment+RTS_30+life_a+fed.jpg,49321131,Augment,30.0,True,f,a,unfed,Ixodes scapularis,LJ,8/3/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/49325366+Amblyomma_americanum+Keep+RTS_24+life_a+feed_unk.jpg,49325366,Keep,24.0,False,unk,a,unk,Amblyomma americanum,XL,8/12/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/49325544+Dermacentor_variabilis+Keep+RTS_27+life_a+fed.jpg,49325544,Keep,27.0,True,m,a,unfed,Dermacentor variabilis,ZD,8/10/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/49330934+Dermacentor_variabilis+Augment+RTS_45+life_a+fed.jpg,49330934,Augment,45.0,True,f,a,unfed,Dermacentor variabilis,ZD,8/10/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/49338428+Amblyomma_americanum+Augment+RTS_92+life_a+fed.jpg,49338428,Augment,92.0,True,m,a,unfed,Amblyomma americanum,XL,8/12/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/49347681+Amblyomma_americanum+Augment+RTS_75+life_a+fed.jpg,49347681,Augment,75.0,True,m,a,unfed,Amblyomma americanum,XL,8/12/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/49354066+Dermacentor_variabilis+Augment+RTS_65+life_a+fed.jpg,49354066,Augment,65.0,True,f,a,unfed,Dermacentor variabilis,ZD,8/10/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/49356242+Dermacentor_variabilis+Keep+RTS_30+life_a+fed.jpg,49356242,Keep,30.0,True,m,a,unfed,Dermacentor variabilis,ZD,8/10/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/49357112+Dermacentor_variabilis+Keep+RTS_20+life_a+fed.jpg,49357112,Keep,20.0,True,m,a,unfed,Dermacentor variabilis,ZD,8/10/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/49361380+Dermacentor_variabilis+Keep+RTS_7+life_a+fed.jpg,49361380,Keep,7.0,True,f,a,unfed,Dermacentor variabilis,ZD,8/10/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/49363164+Dermacentor_variabilis+Augment+RTS_45+life_a+fed.jpg,49363164,Augment,45.0,True,m,a,unfed,Dermacentor variabilis,ZD,8/10/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/49367235+Ixodes_scapularis+Discard+RTS_5+life_unk+feed_unk.jpg,49367235,Discard,5.0,True,unk,unk,unk,Ixodes scapularis,LJ,8/3/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/49369300+Amblyomma_americanum+Augment+RTS_95+life_a+fed.jpg,49369300,Augment,95.0,True,m,a,unfed,Amblyomma americanum,XL,8/12/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/49372581+Dermacentor_variabilis+Augment+RTS_59+life_a+fed.jpg,49372581,Augment,59.0,True,m,a,unfed,Dermacentor variabilis,ZD,8/10/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/49375138+Dermacentor_variabilis+Augment+RTS_80+life_a+fed.jpg,49375138,Augment,80.0,True,f,a,unfed,Dermacentor variabilis,ZD,8/10/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/49375516+Dermacentor_variabilis+Augment+RTS_70+life_a+fed.jpg,49375516,Augment,70.0,True,m,a,unfed,Dermacentor variabilis,ZD,8/10/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/49378015+Ixodes_scapularis+Keep+RTS_12+life_unk+fed.jpg,49378015,Keep,12.0,True,unk,unk,unfed,Ixodes scapularis,LJ,8/3/20,nan,True
